Car Model,Mileage,Sell Price($),Age(yrs)
Mercedez Benz C class,50451,24935,4
Mercedez Benz C class,92087,10000,8
Audi A5,107106,10000,7
Mercedez Benz C class,130042,17784,8
Mercedez Benz C class,118059,10000,9
BMW X5,49205,28608,4
Mercedez Benz C class,127583,10000,9
Mercedez Benz C class,109803,10000,8
Audi A5,46033,19889,3
Mercedez Benz C class,30919,33301,3
Mercedez Benz C class,57770,19496,6
Audi A5,70815,11856,5
BMW X5,69825,18570,4
Audi A5,102103,10000,10
Audi A5,62876,20699,5
Audi A5,9811,30755,1
Mercedez Benz C class,93856,12710,6
Audi A5,53783,29423,3
BMW X5,57963,23933,4
BMW X5,77298,10000,9
Mercedez Benz C class,122829,10000,8
BMW X5,80018,10000,8
BMW X5,90360,10000,8
Mercedez Benz C class,43712,21697,3
BMW X5,76418,19190,7
Audi A5,24518,24782,2
BMW X5,136248,10000,10
Mercedez Benz C class,138428,10000,9
BMW X5,153867,10000,9
BMW X5,63294,18078,6
Audi A5,63689,17125,6
BMW X5,75603,11076,6
BMW X5,65362,14089,7
BMW X5,43473,24444,4
Mercedez Benz C class,77937,11607,6
Mercedez Benz C class,82759,10000,7
BMW X5,168178,10000,10
Mercedez Benz C class,81508,22305,5
Audi A5,15562,30539,1
Mercedez Benz C class,155111,10000,9
Audi A5,162643,10000,10
Mercedez Benz C class,50305,21162,3
Audi A5,104970,10000,7
BMW X5,16681,40256,1
Audi A5,72822,10000,7
Mercedez Benz C class,132336,10000,10
Audi A5,74490,11927,5
Audi A5,44251,24715,3
Mercedez Benz C class,27048,30007,3
Mercedez Benz C class,77746,10000,9
Audi A5,81076,10000,10
Audi A5,61936,10000,7
Mercedez Benz C class,11651,45066,1
BMW X5,67590,29154,5
Audi A5,161038,10000,9
Mercedez Benz C class,13551,38332,1
Mercedez Benz C class,159552,10000,9
Mercedez Benz C class,14036,43371,1
Mercedez Benz C class,31673,32023,3
BMW X5,90118,13421,6
Mercedez Benz C class,94540,10000,10
Mercedez Benz C class,79544,14519,5
Audi A5,104258,10000,6
BMW X5,59795,10961,7
BMW X5,9830,40846,1
Mercedez Benz C class,75930,10000,5
BMW X5,16504,27058,2
BMW X5,39869,29264,3
BMW X5,8417,40488,1
Mercedez Benz C class,103315,10000,8
Mercedez Benz C class,46671,34557,3
Audi A5,60068,21505,7
Mercedez Benz C class,137194,10000,8
BMW X5,74790,20652,5
Audi A5,153274,10000,10
BMW X5,16744,26780,2
Mercedez Benz C class,36067,29117,4
Mercedez Benz C class,13196,44888,1
Audi A5,24165,26990,2
Audi A5,12604,32780,1
Audi A5,22891,37947,2
Mercedez Benz C class,67103,19939,5
Audi A5,66315,10000,8
BMW X5,102764,10000,8
Audi A5,132481,10000,9
Mercedez Benz C class,160955,10000,9
Audi A5,127387,10000,9
Audi A5,124539,10000,9
Audi A5,41300,22785,5
Audi A5,50072,20972,4
BMW X5,26729,37899,2
Audi A5,104047,10000,7
Audi A5,167743,10000,10
Audi A5,8908,39342,1
Mercedez Benz C class,51625,10000,6
BMW X5,151009,10000,9
Mercedez Benz C class,128601,10000,10
Mercedez Benz C class,50488,25062,5
BMW X5,45319,15885,5
Audi A5,77891,14655,6
BMW X5,82121,10000,7
Mercedez Benz C class,81200,20137,6
Mercedez Benz C class,57490,17916,4
Audi A5,88643,14838,5
Mercedez Benz C class,65107,19637,7
Audi A5,30796,29226,3
Audi A5,157814,10000,10
Audi A5,96760,10925,6
Mercedez Benz C class,8419,38222,1
Mercedez Benz C class,30319,27589,2
Audi A5,8692,31126,1
Mercedez Benz C class,148268,10000,10
Audi A5,21559,26843,2
Audi A5,81011,16746,8
Audi A5,86351,10000,7
Mercedez Benz C class,96172,16936,7
Mercedez Benz C class,174987,10000,10
Audi A5,91090,10000,9
BMW X5,86195,10000,9
BMW X5,50201,31692,3
Mercedez Benz C class,33756,26457,3
Mercedez Benz C class,83608,10298,6
BMW X5,12702,37122,1
Mercedez Benz C class,16679,43186,1
Audi A5,11082,33140,1
BMW X5,54060,11771,4
Audi A5,16060,42602,1
Mercedez Benz C class,54536,16367,6
Audi A5,99338,10000,8
Mercedez Benz C class,121152,10000,9
Audi A5,107323,10000,9
Audi A5,34986,32571,2
Mercedez Benz C class,78501,10000,5
BMW X5,25911,33764,3
Audi A5,44695,15497,5
Audi A5,47368,23680,4
Mercedez Benz C class,50300,19576,5
Mercedez Benz C class,49899,26386,3
Audi A5,116173,10000,9
BMW X5,116275,10000,10
Mercedez Benz C class,112522,10000,7
Audi A5,22627,37397,2
Mercedez Benz C class,30548,31319,3
Audi A5,51062,14597,4
Mercedez Benz C class,39290,21952,4
BMW X5,94891,10362,7
Audi A5,93345,13194,6
BMW X5,62768,10000,5
Audi A5,42277,29014,3
Audi A5,31267,37543,2
Mercedez Benz C class,32420,36982,2
Audi A5,84702,10000,8
BMW X5,34169,34653,2
Mercedez Benz C class,78267,18661,7
Mercedez Benz C class,86257,10000,9
Mercedez Benz C class,66815,13070,5
Audi A5,133496,10000,8
BMW X5,29471,36954,2
Mercedez Benz C class,32661,30601,2
BMW X5,124559,10000,8
BMW X5,32668,29546,4
BMW X5,73602,17873,6
Mercedez Benz C class,10545,31974,1
BMW X5,82607,10000,8
Mercedez Benz C class,103365,10000,9
Mercedez Benz C class,85645,16496,5
Mercedez Benz C class,66907,10000,5
Mercedez Benz C class,30928,21295,3
BMW X5,26650,27540,2
Audi A5,111295,10000,9
BMW X5,34998,22527,3
Mercedez Benz C class,66259,15501,7
BMW X5,81773,14227,7
Audi A5,52220,22364,5
Audi A5,53967,20081,6
Audi A5,105488,10000,8
BMW X5,104031,10000,10
Audi A5,56426,14530,5
Audi A5,64545,20852,4
BMW X5,38503,31715,3
BMW X5,106418,10000,7
Mercedez Benz C class,86272,10000,7
Audi A5,102470,10000,9
BMW X5,155702,10000,9
BMW X5,137123,10000,8
Audi A5,97892,10000,7
Mercedez Benz C class,90414,10000,10
Mercedez Benz C class,18453,27484,2
BMW X5,91625,10000,9
Audi A5,33981,30834,2
Mercedez Benz C class,65863,22058,7
Mercedez Benz C class,44704,18515,4
Mercedez Benz C class,16846,45834,1
Audi A5,45576,24314,5
Audi A5,16869,34206,1
BMW X5,75329,25081,5
Audi A5,34459,38944,2
Audi A5,15615,42276,1
BMW X5,49563,31812,3
BMW X5,17134,29751,1
Mercedez Benz C class,88934,19279,6
Audi A5,33178,27511,2
Mercedez Benz C class,99922,10000,9
Mercedez Benz C class,68061,21388,7
BMW X5,82870,10000,5
Audi A5,40908,15447,4
BMW X5,17453,42033,1
Mercedez Benz C class,86915,13201,5
Mercedez Benz C class,106358,10000,9
Audi A5,35713,28491,3
Mercedez Benz C class,124894,16537,7
Mercedez Benz C class,38485,27319,3
BMW X5,105384,10000,8
BMW X5,101960,10000,10
BMW X5,17351,41753,1
Mercedez Benz C class,40761,32279,3
BMW X5,16559,34473,1
Mercedez Benz C class,79965,15894,6
BMW X5,156702,10000,10
Audi A5,50243,30435,3
Mercedez Benz C class,28821,29569,3
BMW X5,81337,10000,7
Audi A5,25692,28857,2
Mercedez Benz C class,58440,18143,4
Audi A5,57950,29614,4
Audi A5,144089,10000,9
BMW X5,122170,10000,7
Mercedez Benz C class,100970,10827,8
Mercedez Benz C class,33355,31474,2
BMW X5,50173,32380,3
Audi A5,13796,35422,1
Audi A5,149851,10000,9
BMW X5,11295,30337,1
Audi A5,94397,12585,8
BMW X5,16903,44083,1
Mercedez Benz C class,32801,32931,2
Mercedez Benz C class,18541,34215,2
BMW X5,27976,38487,2
Audi A5,114521,10000,9
BMW X5,50545,17723,6
Audi A5,120792,10000,7
BMW X5,107560,10000,6
BMW X5,69210,13981,5
Audi A5,105188,10000,8
Audi A5,57969,16473,5
Mercedez Benz C class,44300,24210,5
BMW X5,64187,10000,8
Audi A5,32660,24961,3
Audi A5,156166,10000,9
BMW X5,97717,10000,9
BMW X5,11535,35295,1
Mercedez Benz C class,27718,28463,2
Audi A5,51434,10000,6
BMW X5,9704,42747,1
Mercedez Benz C class,122398,11494,7
BMW X5,16999,40951,1
BMW X5,13762,32283,1
Audi A5,34867,23585,2
Audi A5,11541,44659,1
Audi A5,31906,23212,3
Mercedez Benz C class,72959,16704,5
Audi A5,10097,44618,1
Audi A5,56019,24213,5
Audi A5,99856,10000,8
BMW X5,25424,23968,3
Audi A5,119677,10000,10
Mercedez Benz C class,115396,10000,8
Audi A5,80139,18156,5
BMW X5,141084,10000,8
Audi A5,70317,12275,7
Audi A5,64276,10000,7
Audi A5,38765,24983,3
Mercedez Benz C class,17456,40835,1
BMW X5,150925,14466,9
Mercedez Benz C class,63947,17859,4
Mercedez Benz C class,104753,10000,10
Mercedez Benz C class,138836,10000,9
BMW X5,142591,10000,8
Audi A5,173779,10000,10
Mercedez Benz C class,29263,28735,2
Mercedez Benz C class,24702,33192,3
BMW X5,116495,10000,8
BMW X5,73949,10000,8
BMW X5,26767,26456,3
Mercedez Benz C class,114330,10000,9
Mercedez Benz C class,56991,13921,5
Mercedez Benz C class,103744,10000,10
Mercedez Benz C class,23563,35087,2
Audi A5,64436,25741,4
Audi A5,80610,21209,6
BMW X5,95733,10000,9
Audi A5,134202,10000,9
Audi A5,23805,28569,2
Audi A5,106240,10000,9
Mercedez Benz C class,47241,32292,3
BMW X5,99331,10000,6
Mercedez Benz C class,16948,34715,2
Audi A5,147832,10000,10
Mercedez Benz C class,117590,10000,7
Mercedez Benz C class,85209,14305,5
Mercedez Benz C class,22280,36019,2
Audi A5,174072,10000,10
Mercedez Benz C class,72002,14613,5
BMW X5,138690,10000,8
Audi A5,22477,38324,2
BMW X5,11053,36142,1
BMW X5,15878,45247,1
BMW X5,21670,27656,2
Mercedez Benz C class,151151,10000,9
BMW X5,107109,12584,6
BMW X5,34551,25613,2
Audi A5,98692,10000,7
Audi A5,9780,32840,1
Mercedez Benz C class,50690,25016,3
Audi A5,93898,10000,10
Audi A5,105977,10000,8
Audi A5,85046,10000,8
Audi A5,53220,25005,3
BMW X5,135119,10000,9
Mercedez Benz C class,152830,10000,9
BMW X5,79186,19729,6
BMW X5,8462,36343,1
BMW X5,108345,10000,7
Audi A5,8318,43491,1
Audi A5,109536,10000,9
Mercedez Benz C class,122640,10448,7
Mercedez Benz C class,133526,10000,9
Mercedez Benz C class,133680,10000,8
BMW X5,24974,29115,3
Mercedez Benz C class,71545,16006,4
Audi A5,19280,32702,2
BMW X5,71238,19304,7
Audi A5,110496,10000,10
Audi A5,67303,26623,4
BMW X5,12647,35694,1
Audi A5,57449,18123,5
Audi A5,134929,10000,9
Mercedez Benz C class,120943,10000,8
Audi A5,80444,15970,8
Audi A5,49900,30054,3
BMW X5,17880,36895,1
BMW X5,60799,16961,6
BMW X5,15862,43949,1
Mercedez Benz C class,19942,27725,2
Audi A5,44459,22431,3
BMW X5,163652,10000,10
BMW X5,60551,11743,6
BMW X5,20585,37903,2
Audi A5,50851,28664,4
BMW X5,115353,11315,8
BMW X5,80417,10399,7
BMW X5,85278,11542,5
Audi A5,56678,19443,4
Audi A5,171435,10000,10
BMW X5,24643,25475,3
Mercedez Benz C class,59128,24154,5
Mercedez Benz C class,46696,28986,5
Audi A5,105280,10000,7
BMW X5,95988,16879,7
BMW X5,9045,39657,1
Mercedez Benz C class,80421,10000,8
Mercedez Benz C class,86325,10000,10
Mercedez Benz C class,126286,10000,10
Mercedez Benz C class,69518,14342,8
Mercedez Benz C class,10180,39076,1
Mercedez Benz C class,143190,10000,10
Audi A5,60125,12996,5
BMW X5,97838,10000,10
BMW X5,21000,31482,2
BMW X5,82629,10000,5
BMW X5,89050,10060,9
BMW X5,46238,30284,3
Mercedez Benz C class,14669,38820,1
Audi A5,101555,10000,10
Audi A5,89440,10000,10
Audi A5,19780,34067,2
BMW X5,161815,10000,10
BMW X5,120090,10000,8
Mercedez Benz C class,57579,10000,7
Audi A5,28971,36029,3
Mercedez Benz C class,8277,40644,1
BMW X5,94986,10000,7
Audi A5,79099,10000,8
BMW X5,28671,32809,3
Audi A5,71576,15209,4
BMW X5,75769,10676,6
Audi A5,110323,10000,9
BMW X5,61634,25218,4
Mercedez Benz C class,61602,24920,4
Mercedez Benz C class,8320,40200,1
BMW X5,102292,10000,6
Audi A5,174434,10000,10
Audi A5,78425,13700,7
Audi A5,41522,31976,3
Mercedez Benz C class,78316,16992,5
Audi A5,57927,16694,4
BMW X5,70480,27480,4
Mercedez Benz C class,35989,20493,3
Mercedez Benz C class,13865,36551,1
Mercedez Benz C class,74809,10000,9
Audi A5,46476,29424,3
BMW X5,73044,10000,8
BMW X5,77226,10000,7
Mercedez Benz C class,115216,10000,8
Mercedez Benz C class,153953,10000,10
BMW X5,122848,10000,7
Mercedez Benz C class,134166,10000,9
Mercedez Benz C class,38206,26968,3
Mercedez Benz C class,54597,20619,5
Mercedez Benz C class,147346,10000,9
Audi A5,127446,10000,8
Mercedez Benz C class,23365,27031,2
BMW X5,23726,38075,2
Mercedez Benz C class,49950,27313,4
Mercedez Benz C class,75929,12380,6
Mercedez Benz C class,18051,37175,2
Mercedez Benz C class,49362,28284,3
Mercedez Benz C class,166646,10000,10
Mercedez Benz C class,161394,10000,9
BMW X5,102266,13438,7
BMW X5,18212,26655,2
Audi A5,16484,39152,1
Audi A5,106193,10000,7
BMW X5,78656,10000,8
BMW X5,83515,12552,6
Audi A5,103509,10000,10
Audi A5,22887,29922,2
Audi A5,48136,14208,6
Mercedez Benz C class,84140,23350,5
Audi A5,32716,27498,2
Mercedez Benz C class,104406,10000,7
Audi A5,26640,38854,2
BMW X5,56136,13871,5
Audi A5,66897,13512,6
Mercedez Benz C class,59684,28282,5
Audi A5,62744,15262,5
Audi A5,77820,10000,9
Audi A5,89226,10000,6
Audi A5,8652,36338,1
Mercedez Benz C class,116290,10000,9
Mercedez Benz C class,28118,33106,2
BMW X5,84223,12096,6
Audi A5,34400,31253,3
BMW X5,99021,10000,9
BMW X5,113960,13580,7
Mercedez Benz C class,161838,10000,10
Mercedez Benz C class,11815,29983,1
Mercedez Benz C class,159201,10000,10
BMW X5,62133,14044,6
Mercedez Benz C class,66294,18508,6
Audi A5,94216,11327,6
BMW X5,108846,10000,8
Mercedez Benz C class,43971,16628,4
Mercedez Benz C class,70885,10000,7
BMW X5,125858,10000,8
BMW X5,34244,25302,4
Audi A5,13052,30258,1
Mercedez Benz C class,154565,10000,9
Audi A5,71399,24863,4
Mercedez Benz C class,51387,26559,4
Mercedez Benz C class,15793,40875,1
Mercedez Benz C class,47597,10752,5
BMW X5,42234,23010,5
Audi A5,114086,10000,8
Audi A5,14733,43667,1
Audi A5,67244,19521,7
Mercedez Benz C class,104998,12302,8
Mercedez Benz C class,96045,10000,7
BMW X5,69272,10000,7
BMW X5,37312,33766,4
Audi A5,100767,10000,6
BMW X5,106040,10000,6
Mercedez Benz C class,162669,10000,10
BMW X5,103715,11414,7
Mercedez Benz C class,53316,19260,4
Mercedez Benz C class,111818,10000,9
Audi A5,9428,32854,1
Audi A5,20874,31828,2
BMW X5,35678,32187,3
Audi A5,111437,10000,9
BMW X5,51073,29784,3
Mercedez Benz C class,61154,25556,4
Audi A5,91554,10000,10
BMW X5,99942,11379,6
BMW X5,98167,10000,10
Mercedez Benz C class,34085,37469,2
BMW X5,81438,27904,5
Audi A5,44236,23723,4
Audi A5,78496,11167,7
Audi A5,79643,15735,7
BMW X5,104781,10000,8
Audi A5,134694,10000,8
Mercedez Benz C class,84425,23052,5
Mercedez Benz C class,115271,10000,7
BMW X5,105093,14667,6
Mercedez Benz C class,15861,43752,1
Audi A5,110979,10000,10
Audi A5,8583,37612,1
Audi A5,120672,10000,7
Audi A5,108322,10000,10
Mercedez Benz C class,129426,10000,8
Audi A5,80582,10000,10
Audi A5,101940,10000,10
Audi A5,74087,12377,5
BMW X5,94127,15203,6
Audi A5,105900,24924,6
Audi A5,106761,10000,7
BMW X5,88917,10000,7
BMW X5,130281,10000,10
Mercedez Benz C class,24893,36019,2
BMW X5,50742,21614,4
BMW X5,12890,37401,1
Mercedez Benz C class,100297,10000,7
BMW X5,62593,13139,5
BMW X5,25121,37974,3
Audi A5,76856,10000,9
Mercedez Benz C class,129300,10000,9
BMW X5,42689,36345,3
Mercedez Benz C class,70003,24122,5
Mercedez Benz C class,155804,10000,9
Mercedez Benz C class,17018,33679,2
Mercedez Benz C class,65437,12437,6
BMW X5,86299,10000,7
Mercedez Benz C class,32486,26215,3
Audi A5,32485,21564,4
Mercedez Benz C class,112623,10000,10
Audi A5,91278,10000,9
Audi A5,55583,18772,5
Mercedez Benz C class,31487,32986,2
BMW X5,9000,35770,1
Audi A5,46090,17852,3
Audi A5,21959,35568,2
BMW X5,111233,10000,7
Mercedez Benz C class,9852,35353,1
Mercedez Benz C class,128774,10000,10
BMW X5,60838,23115,5
BMW X5,80118,22553,5
BMW X5,11521,44276,1
Mercedez Benz C class,39334,17281,4
Mercedez Benz C class,130620,10000,10
BMW X5,25665,27040,2
Mercedez Benz C class,114111,10000,8
Mercedez Benz C class,84276,10000,10
Mercedez Benz C class,56348,10887,7
Mercedez Benz C class,78636,13089,5
Mercedez Benz C class,155313,10000,10
BMW X5,171615,10000,10
Mercedez Benz C class,35653,27859,4
BMW X5,67765,20716,6
Audi A5,94862,18152,7
BMW X5,62968,28671,4
Mercedez Benz C class,77677,22582,6
BMW X5,160842,10000,10
BMW X5,108094,10000,7
BMW X5,44469,18604,5
Audi A5,9609,31740,1
Audi A5,47251,27580,4
BMW X5,95890,10000,9
BMW X5,150315,10000,10
BMW X5,32331,28692,3
BMW X5,89170,20922,5
Mercedez Benz C class,100949,13361,7
Mercedez Benz C class,46011,24750,4
Mercedez Benz C class,53871,24976,4
BMW X5,80535,10000,8
Mercedez Benz C class,14974,37427,1
Audi A5,68108,11371,5
Mercedez Benz C class,90923,10000,9
BMW X5,24549,33979,3
BMW X5,107406,11909,7
Audi A5,10064,40787,1
Audi A5,98974,10000,6
Mercedez Benz C class,47795,21407,5
Mercedez Benz C class,90818,10000,8
BMW X5,66484,15174,6
BMW X5,165685,10000,10
Audi A5,31177,37760,2
Mercedez Benz C class,11261,38727,1
Audi A5,46576,26650,5
BMW X5,26556,35984,2
Mercedez Benz C class,169050,10000,10
Audi A5,16078,45187,1
Audi A5,55956,20410,6
Mercedez Benz C class,104393,13592,6
Mercedez Benz C class,27145,28647,2
Mercedez Benz C class,11738,41972,1
Audi A5,12354,34866,1
BMW X5,65385,10000,6
Audi A5,51348,16671,6
BMW X5,38145,22158,3
Mercedez Benz C class,67659,22218,5
Mercedez Benz C class,57483,27365,5
Audi A5,30727,23624,2
Audi A5,16588,40411,1
Mercedez Benz C class,49114,25627,5
BMW X5,48843,25018,3
BMW X5,57687,22724,7
BMW X5,10286,36301,1
BMW X5,137971,10000,9
Audi A5,47783,17990,4
BMW X5,40002,22571,5
BMW X5,61173,10000,6
BMW X5,124210,10000,9
BMW X5,59301,16202,6
Audi A5,75100,16117,5
Audi A5,16423,43279,1
BMW X5,9107,41706,1
Audi A5,76593,11120,8
BMW X5,165593,10000,10
Mercedez Benz C class,10077,39376,1
BMW X5,76026,14206,7
Mercedez Benz C class,25902,29819,2
Audi A5,83013,10000,8
Audi A5,99047,10000,6
Audi A5,41123,33297,3
Mercedez Benz C class,135584,10000,8
Mercedez Benz C class,34018,17650,4
Mercedez Benz C class,107715,10000,8
Mercedez Benz C class,24648,35582,3
Audi A5,83787,10000,10
Mercedez Benz C class,9155,42884,1
Audi A5,11593,39437,1
Audi A5,15166,42244,1
Audi A5,18402,30160,2
Audi A5,49721,13488,4
Audi A5,72895,17663,5
Audi A5,94253,10000,10
Mercedez Benz C class,42886,22662,4
Mercedez Benz C class,82431,14710,5
BMW X5,83793,10000,6
Mercedez Benz C class,16589,35307,1
Mercedez Benz C class,81075,22224,5
BMW X5,148313,10000,9
BMW X5,73619,10000,8
BMW X5,32741,29511,3
Audi A5,97094,10000,9
Audi A5,56205,10000,6
Mercedez Benz C class,95980,12844,6
Mercedez Benz C class,106370,10480,8
Audi A5,54934,17246,6
BMW X5,113395,10000,7
Audi A5,64377,10000,8
BMW X5,112644,10000,8
Mercedez Benz C class,98784,10000,8
Audi A5,168396,10000,10
BMW X5,56212,26626,4
Audi A5,135794,10000,8
BMW X5,78109,10000,9
BMW X5,125393,10000,7
BMW X5,53001,20285,5
Audi A5,53538,23008,3
Audi A5,80291,13127,7
Audi A5,25456,35282,2
Audi A5,48473,10000,6
Mercedez Benz C class,22932,25930,2
Mercedez Benz C class,27784,26822,2
Mercedez Benz C class,91583,10000,10
Mercedez Benz C class,134750,10000,8
BMW X5,19823,36149,2
BMW X5,18575,37562,2
Mercedez Benz C class,168774,10000,10
BMW X5,36931,28231,4
BMW X5,68415,14986,4
Audi A5,173838,10000,10
BMW X5,20335,33091,2
Mercedez Benz C class,45297,22921,4
Audi A5,69066,26564,5
BMW X5,41402,16863,4
BMW X5,63814,13974,7
Audi A5,8508,41695,1
BMW X5,12061,44292,1
Audi A5,61557,10000,7
Mercedez Benz C class,62861,17938,4
BMW X5,172043,10000,10
Mercedez Benz C class,121957,10000,10
Audi A5,153295,10000,10
BMW X5,124083,10000,9
BMW X5,74308,16241,5
Mercedez Benz C class,30634,34920,3
Mercedez Benz C class,57562,20091,5
Mercedez Benz C class,33472,22892,3
Audi A5,97602,10000,6
Audi A5,87482,18410,6
Audi A5,80395,10000,7
BMW X5,59898,18012,5
BMW X5,61414,13366,6
Audi A5,90358,10000,8
Mercedez Benz C class,97023,10000,7
Audi A5,96243,10000,10
BMW X5,95157,10000,8
Mercedez Benz C class,82073,17938,7
Audi A5,123719,10000,9
Audi A5,33138,32573,2
Mercedez Benz C class,29228,31576,2
Mercedez Benz C class,74003,10000,9
Mercedez Benz C class,89214,10000,7
BMW X5,42689,20971,3
Mercedez Benz C class,33049,32012,3
Audi A5,15784,39710,1
Audi A5,53328,33544,3
Audi A5,51764,16666,4
Mercedez Benz C class,89856,13118,6
Audi A5,114144,10000,10
BMW X5,69131,10607,7
Mercedez Benz C class,41404,33731,3
Audi A5,67073,23200,4
Audi A5,32891,27245,3
BMW X5,103749,10000,9
Audi A5,41126,12800,5
BMW X5,54062,13102,5
BMW X5,116458,10000,10
Audi A5,66912,10000,8
Audi A5,53724,16138,6
Audi A5,34158,35182,2
Audi A5,67812,12544,6
BMW X5,58415,25266,4
Mercedez Benz C class,101301,10000,9
Mercedez Benz C class,57406,17954,6
Mercedez Benz C class,8962,42623,1
Audi A5,99265,13664,7
Audi A5,82568,10000,7
Mercedez Benz C class,92904,10000,6
Audi A5,55996,18431,6
BMW X5,151003,10000,10
Audi A5,96599,10000,8
Mercedez Benz C class,16525,38535,1
Mercedez Benz C class,9974,38601,1
Audi A5,63282,23134,5
BMW X5,161504,10000,9
Mercedez Benz C class,69002,10645,4
Audi A5,99131,11226,9
Audi A5,154011,10000,10
BMW X5,22045,39243,2
Audi A5,117510,10000,10
Audi A5,76589,10000,9
Mercedez Benz C class,34184,22046,3
BMW X5,39582,25629,4
BMW X5,141451,10000,10
BMW X5,82487,10000,5
Mercedez Benz C class,52817,10000,6
Audi A5,40209,15730,5
BMW X5,59981,29767,5
BMW X5,93842,13596,7
BMW X5,81451,12214,10
Mercedez Benz C class,21858,30678,2
Audi A5,86461,17478,7
Mercedez Benz C class,88827,10000,10
Mercedez Benz C class,110227,10000,8
Audi A5,35793,24167,4
Mercedez Benz C class,94147,10000,7
BMW X5,24791,37556,2
Audi A5,11049,35382,1
Mercedez Benz C class,90702,10848,7
Audi A5,114554,10000,8
Audi A5,56959,17502,6
Audi A5,39397,19253,3
BMW X5,98938,10000,10
BMW X5,110335,10000,9
BMW X5,63626,10000,6
BMW X5,36483,32802,3
BMW X5,92231,10000,10
BMW X5,72027,11475,6
Audi A5,112227,10000,9
Mercedez Benz C class,40568,10000,5
Mercedez Benz C class,14153,38004,1
Audi A5,58788,16412,4
BMW X5,21758,38810,2
Audi A5,119961,10000,10
BMW X5,88008,24514,5
BMW X5,75340,10000,8
Mercedez Benz C class,20798,36466,2
Mercedez Benz C class,95296,10000,7
Audi A5,12915,37124,1
BMW X5,162575,10000,10
Mercedez Benz C class,26116,30246,2
Audi A5,109912,10000,10
BMW X5,135012,10000,8
Audi A5,106966,12320,7
Mercedez Benz C class,18371,32376,2
BMW X5,79476,10000,7
BMW X5,73603,10000,7
Mercedez Benz C class,15397,36301,1
BMW X5,165738,10000,10
Mercedez Benz C class,48354,25726,5
BMW X5,60506,19079,4
BMW X5,61316,15477,5
BMW X5,67281,20639,5
BMW X5,55716,31987,4
Mercedez Benz C class,130892,10000,9
Audi A5,57761,26511,5
Audi A5,98297,10000,8
BMW X5,46096,27463,3
BMW X5,83108,20336,5
Audi A5,44750,19663,5
Audi A5,110894,10000,8
Audi A5,77636,10000,6
BMW X5,67930,10000,7
Audi A5,101277,10000,10
